Depth,PHIS_SS,SP_NRM,AI,Freq,Amp,Phase
4548.0,0.492,-22.933,1312.21,3.05,4245.64,136.14
4569.5,0.494,-26.253,1335.71,2.26,4686.33,152.47
4591.0,0.497,-15.062,-1522.46,3.33,4843.08,171.19
4613.0,0.499,-18.849,-3205.08,4.48,4578.99,-155.83
4634.5,0.502,-17.544,-2071.71,4.23,3973.78,-119.24
4656.0,0.504,-15.97,-2061.62,2.78,3255.42,-90.2
4677.5,0.507,-19.611,-2811.97,2.1,2895.07,-76.05
4699.0,0.509,-17.145,-784.63,3.34,3045.04,-57.64
4720.5,0.511,-20.73,2347.95,4.63,3269.75,-24.27
4742.0,0.417,-10.566,2828.78,4.87,3261.16,14.28
4763.5,0.434,-18.887,1875.53,4.56,2926.82,51.26
4785.0,0.384,-11.32,1850.77,4.29,2387.94,85.1
4807.0,0.33,-20.57,2095.66,4.39,1894.16,117.87
4828.5,0.277,-24.66,1301.0,4.95,1567.95,153.2
4850.0,0.224,-14.088,-411.63,5.81,1346.03,-165.3
4871.5,0.174,-25.698,-2263.39,7.2,1134.46,-116.62
4936.0,0.551,-10.082,-1829.82,7.32,974.31,-152.27
4957.5,0.674,-11.876,2333.34,6.58,1199.4,-98.9
4979.0,0.486,-11.599,4383.6,5.6,1444.33,-50.22
5001.0,0.37,-11.169,2695.05,3.75,1643.38,-12.05
5022.5,0.467,-12.658,203.63,2.52,1785.03,8.04
5044.0,0.451,-9.671,-832.6,3.34,1873.33,26.99
5065.5,0.382,-17.536,-1416.2,4.59,2054.64,59.81
5087.0,0.671,-6.971,-1754.27,4.88,2403.55,98.28
5108.5,0.438,-12.049,-474.56,4.47,2810.84,135.57
5130.0,0.463,-6.425,1729.59,3.86,3131.49,167.61
5151.5,0.414,-23.495,2385.01,3.77,3258.24,-164.59
5173.0,0.435,-7.375,1216.16,4.33,3261.97,-133.92
5195.0,0.389,-12.515,-200.22,4.91,3365.84,-97.39
5216.5,0.414,-5.489,-1788.42,5.09,3613.13,-57.72
5238.0,0.441,-6.193,-3796.04,4.91,3828.01,-18.43
5259.5,0.431,-3.814,-4287.86,4.7,3820.32,18.46
5281.0,0.669,-2.491,-1753.36,4.78,3591.82,54.44
5302.5,0.373,-4.168,2290.4,5.03,3358.14,92.58
5324.0,0.447,-1.25,5712.46,5.05,3274.74,132.54
5345.5,0.417,-5.659,6906.82,4.67,3257.74,170.91
5367.0,0.475,-0.653,4367.83,4.21,3165.43,-155.06
5389.0,0.413,-12.61,-942.01,4.19,3016.54,-123.76
5410.5,0.703,-16.34,-5450.64,4.68,3030.43,-90.0
5432.0,0.457,-14.025,-6837.24,5.24,3216.14,-51.21
5453.5,0.401,-20.926,-5830.07,5.51,3336.35,-8.75
5475.0,0.388,-16.235,-3423.33,5.34,3246.9,34.29
5496.5,0.355,-18.364,915.95,4.71,2994.57,74.17
5518.0,0.347,-20.276,6126.13,4.0,2820.56,107.33
5539.5,0.373,-14.759,8363.44,4.04,2887.4,136.29
5561.0,0.332,-15.603,5989.24,4.76,2994.04,170.02
5583.0,0.624,-16.802,1648.23,5.32,2964.18,-149.9
5604.5,0.413,-16.739,-2431.3,5.44,2814.14,-107.41
5626.0,0.401,-21.408,-5974.2,5.41,2663.52,-65.47
5647.5,0.651,-40.904,-7691.42,5.72,2564.92,-23.4
5669.0,0.456,-24.418,-6140.54,6.57,2476.95,23.23
5690.5,0.278,-19.773,-1867.69,7.72,2341.58,78.59
5712.0,0.392,-72.335,3936.69,8.46,2165.26,142.99
5733.5,0.353,-16.995,9174.68,8.07,2103.64,-150.1
5755.0,0.371,-69.032,9351.48,6.24,2315.01,-91.78
5777.0,0.336,-16.149,2749.54,3.59,2797.27,-53.28
5798.5,0.611,-15.556,-4579.0,2.94,3494.28,-36.06
5820.0,0.191,-25.548,-6965.53,4.48,4077.55,-7.72
5841.5,0.384,-16.636,-6657.03,5.51,4493.94,33.54
5863.0,0.397,-31.097,-5635.44,5.53,4930.94,77.75
5884.5,0.421,-17.745,-575.61,4.88,5457.11,119.35
5906.0,0.399,-17.269,7551.25,3.76,5992.43,153.49
5927.5,0.372,-43.559,10821.8,3.0,6304.88,177.67
5949.0,0.302,-23.007,6204.07,3.29,6166.91,-160.02
5971.0,0.224,-36.017,-697.05,3.97,5748.49,-131.33
5992.5,0.366,-22.161,-5228.81,4.2,5493.88,-98.47
6014.0,0.364,-21.33,-7723.53,3.87,5774.7,-66.18
6035.5,0.391,-38.877,-8216.77,3.28,6484.91,-38.39
6057.0,0.423,-7.505,-4767.35,3.08,7129.97,-15.3
6078.5,0.388,-17.501,1555.2,3.59,7306.99,9.43
6100.0,0.339,-18.477,5891.98,4.28,7044.69,40.41
6121.5,0.386,-54.476,6130.14,4.63,6732.98,75.83
6143.0,0.417,-12.381,5341.26,4.59,6738.31,112.28
6165.0,0.311,-42.51,5455.36,4.24,7001.03,147.05
6186.5,0.453,-50.013,3962.34,3.74,7085.81,178.04
6208.0,0.38,-11.938,-1177.42,3.44,6661.06,-154.86
6229.5,0.391,-13.824,-7159.39,3.47,5844.95,-128.64
6251.0,0.521,-11.695,-9709.18,3.64,5110.27,-101.0
6272.5,0.225,-9.521,-7823.89,3.77,4919.64,-72.21
6294.0,0.36,-49.943,-3284.91,3.93,5179.06,-42.46
6315.5,0.225,-27.211,1481.79,4.06,5350.33,-11.22
6337.0,0.262,-6.72,4838.78,3.84,5090.83,20.53
6358.5,0.302,-9.499,6980.29,2.49,4402.43,48.31
6423.5,0.353,-20.736,871.36,2.07,3302.32,48.67
6445.0,0.354,-7.243,-6402.99,3.66,4310.96,74.05
6466.5,0.373,-7.589,-10222.22,4.23,5666.53,105.4
6488.0,0.305,-9.646,-7425.74,4.53,6809.91,139.75
6509.5,0.288,-18.313,517.15,4.66,7312.65,175.68
6531.0,0.355,-9.457,7689.97,4.68,7012.0,-147.87
6552.5,0.405,-6.588,8132.51,4.62,6054.45,-111.75
6574.5,0.385,-4.467,1577.32,4.74,4856.59,-76.11
6596.0,0.363,-4.473,-6075.79,5.54,3836.18,-38.2
6617.5,0.344,-8.419,-9088.69,8.6,3202.25,9.94
6639.0,0.354,-4.31,-5682.07,12.42,2906.33,95.32
6660.5,0.399,-5.819,2979.84,10.89,2996.24,-157.36
6682.0,0.307,-18.546,11221.46,7.14,3493.81,-95.6
6703.5,0.344,-8.065,10833.45,5.82,4062.08,-46.55
6725.0,0.286,-5.917,1065.92,4.51,4404.93,-5.21
6746.5,0.34,-6.572,-8137.43,2.73,4464.35,23.5
6768.5,0.399,-2.241,-8831.9,2.1,4320.5,37.15
6790.0,0.433,0.409,-4172.62,3.25,4395.47,56.05
6811.5,0.672,-4.667,-382.85,4.39,5038.18,87.61
6833.0,0.415,-6.276,2355.47,4.65,5970.28,124.12
6854.5,0.396,-1.04,5926.18,4.28,6703.42,159.82
6876.0,0.345,-27.091,7575.29,3.5,6918.22,-169.5
6897.5,0.349,-3.385,3781.77,2.92,6590.41,-145.93
6919.0,0.336,-7.283,-2849.78,3.12,6127.27,-124.15
6940.5,0.384,-8.697,-6534.22,3.71,6219.88,-97.46
6962.5,0.342,-3.561,-6136.89,4.07,7029.28,-66.53
6984.0,0.34,-4.138,-4565.6,4.09,7970.14,-34.25
7005.5,0.337,-14.746,-2999.04,3.83,8400.65,-3.12
7027.0,0.362,-2.758,126.96,3.43,8032.58,25.12
7048.5,0.36,-11.255,4943.44,3.1,7027.15,50.07
7070.0,0.367,-2.316,8487.66,3.06,5966.74,73.17
7091.5,0.403,-5.776,7828.01,3.37,5558.4,97.51
7113.0,0.359,-3.29,3437.04,3.85,5888.94,125.4
7134.5,0.36,-1.303,-1319.67,4.35,6275.08,157.26
7156.5,0.409,-1.593,-3846.96,4.82,6160.82,-167.08
7178.0,0.413,-1.861,-4686.32,5.25,5440.71,-127.9
7199.5,0.36,-3.699,-5951.14,5.68,4339.3,-85.64
7221.0,0.387,-1.047,-7191.07,6.4,3283.96,-39.79
7242.5,0.369,-3.763,-5183.65,7.31,2688.72,13.65
7264.0,0.397,-4.201,607.75,7.23,2702.97,73.65
7285.5,0.371,-7.106,6774.08,6.08,3109.85,125.87
7307.0,0.37,-5.443,10120.98,4.97,3554.88,167.98
7328.5,0.356,-2.628,9172.73,4.23,3929.93,-157.05
7350.5,0.394,-4.605,4132.15,3.93,4410.76,-126.41
7372.0,0.343,-3.288,-2350.71,4.09,5268.37,-96.06
7393.5,0.407,-1.674,-7094.11,4.47,6395.85,-62.95
7415.0,0.396,-2.5,-9307.62,4.8,7255.64,-26.66
7436.5,0.322,-14.631,-9428.74,4.93,7435.54,11.52
7458.0,0.366,-9.351,-5972.44,4.86,6878.65,49.91
7479.5,0.394,-4.442,2288.59,4.59,5862.96,86.88
7501.0,0.167,-13.594,11551.6,4.29,4899.26,121.14
7522.5,0.396,-7.091,14816.37,4.32,4291.35,153.42
7544.5,0.454,-30.3,9482.08,4.99,3879.28,-171.81
7566.0,0.458,-30.245,-386.17,6.24,3515.19,-129.08
7587.5,0.463,-11.084,-9140.78,7.31,3347.56,-74.99
7609.0,0.467,-7.909,-13145.1,7.18,3749.61,-15.6
7630.5,0.472,-17.377,-11419.05,6.27,4887.77,36.49
7652.0,0.476,-15.305,-5597.14,5.65,6596.19,81.75
7673.5,0.392,-5.132,2154.04,5.39,8377.22,124.24
7695.0,0.418,3.183,10538.91,5.21,9603.86,165.38
7716.5,0.353,-2.972,16474.53,5.0,10016.09,-154.83
7738.5,0.347,0.846,14386.53,4.71,9910.92,-116.96
7760.0,0.349,2.198,2244.28,4.33,9963.49,-81.8
7781.5,0.363,-3.688,-13141.79,4.0,10553.26,-49.69
7803.0,0.373,-8.966,-20972.93,3.89,11149.75,-19.64
7824.5,0.316,-1.531,-16663.64,3.99,10991.51,10.63
7846.0,0.336,-0.197,-4298.28,4.1,9868.59,42.31
7867.5,0.374,2.388,9471.21,4.0,8115.15,74.31
7889.0,0.399,-5.342,18963.61,3.57,6408.65,104.39
7910.5,0.371,-5.664,19521.97,2.91,5417.64,129.71
7932.5,0.287,-21.723,10029.86,2.58,5125.95,149.61
7954.0,0.345,-5.125,-4095.81,2.82,4968.72,169.75
7975.5,0.329,-10.771,-14222.97,2.95,4588.84,-166.56
7997.0,0.315,-4.178,-16194.48,2.38,3941.5,-144.43
8018.5,0.296,-37.352,-11519.28,2.01,3175.12,-129.6
8040.0,0.294,-10.186,-3093.5,2.97,2556.72,-113.28
8061.5,0.314,-6.57,5729.99,4.56,2291.29,-83.48
8083.0,0.344,-10.505,10267.12,5.85,2246.47,-42.49
8104.5,0.322,-14.919,8243.76,7.22,2202.95,7.38
8126.5,0.303,0.674,3103.92,9.11,2045.11,69.63
8148.0,0.361,-36.455,97.41,9.95,1801.93,148.84
8169.5,0.31,-14.505,50.28,8.4,1689.59,-136.03
8191.0,0.298,-8.195,-479.92,6.29,1800.92,-80.81
8212.5,0.324,-12.762,-2986.43,5.03,1997.44,-38.41
8234.0,0.333,-10.25,-5206.33,4.44,2173.74,-2.68
8255.5,0.349,-17.006,-4840.64,4.32,2263.74,30.42
8277.0,0.338,-12.395,-2018.12,4.57,2369.06,64.33
8298.5,0.347,-6.469,1497.58,4.98,2609.02,101.36
8320.5,0.297,-21.625,4336.17,5.29,2891.17,141.56
8342.0,0.312,-45.617,5824.82,5.41,3048.98,-176.57
8363.5,0.326,0.675,4902.13,5.45,3034.91,-134.44
8385.0,0.316,-7.506,1162.82,5.57,2956.1,-92.0
8406.5,0.344,-7.432,-3769.53,5.84,2895.18,-48.0
8428.0,0.341,-5.002,-7362.36,6.23,2800.49,-1.29
8449.5,0.334,-4.185,-7362.03,6.72,2595.84,48.71
8471.0,0.334,-55.993,-2671.62,7.44,2265.66,102.98
8492.5,0.334,-22.283,4674.1,8.64,1932.05,164.18
8514.5,0.316,-8.825,9419.34,9.71,1760.82,-122.9
8536.0,0.305,-0.562,7468.48,9.03,1811.63,-45.11
8557.5,0.337,-10.542,393.65,7.07,2217.03,17.21
8579.0,0.347,-10.0,-6039.59,5.65,3004.31,64.57
8600.5,0.371,-14.631,-7656.11,5.12,4006.15,104.97
8622.0,0.375,4.952,-4422.72,5.05,4978.04,144.02
8643.5,0.352,1.114,1475.1,5.06,5737.44,-176.6
8665.0,0.376,-0.914,6726.83,5.0,6408.69,-137.5
8686.5,0.371,-5.643,7616.59,4.93,7333.86,-99.02
8708.5,0.395,-4.467,2752.03,4.88,8515.91,-60.96
8730.0,0.421,-4.178,-5380.05,4.82,9461.29,-23.3
8751.5,0.384,-5.788,-11385.61,4.73,9687.24,13.86
8773.0,0.366,-7.501,-10300.82,4.59,9177.25,50.14
8794.5,0.397,-4.106,-1544.93,4.4,8466.63,85.11
8816.0,0.42,-5.201,9709.08,4.19,8207.4,118.46
8837.5,0.365,-33.565,15979.89,3.98,8370.12,150.09
8859.0,0.335,-9.937,13093.09,3.79,8335.57,-179.76
8880.5,0.376,-6.51,2946.31,3.6,7685.89,-151.05
8902.0,0.324,-21.114,-8506.63,3.49,6482.06,-123.84
8924.0,0.391,-3.778,-15074.51,3.51,5155.3,-96.94
8945.5,0.324,-2.133,-14091.72,3.44,4288.89,-69.33
8967.0,0.334,-5.674,-7534.58,2.61,4231.68,-43.61
8988.5,0.404,-3.156,1253.71,1.12,4749.01,-28.79
9010.0,0.381,-4.077,9685.15,1.15,5422.21,-26.23
9031.5,0.429,-6.969,13793.67,2.8,5935.73,-10.97
9053.0,0.389,-7.92,10021.37,3.95,6092.3,17.29
9074.5,0.391,-8.15,767.49,4.34,5959.2,50.34
9096.0,0.413,-7.505,-6668.54,4.37,5870.24,84.58
9118.0,0.456,-9.776,-7161.27,4.19,6086.18,118.14
9139.5,0.422,-9.861,-2293.9,3.87,6453.03,149.59
9161.0,0.459,-8.692,2153.29,3.58,6546.94,178.22
9182.5,0.425,-7.005,2514.33,3.54,6135.33,-154.8
9204.0,0.443,-7.608,-85.21,3.76,5363.84,-126.9
9225.5,0.437,-9.77,-2706.57,4.13,4640.49,-96.41
9247.0,0.464,-9.612,-3773.52,4.54,4310.27,-62.75
9268.5,0.421,-9.19,-3289.25,4.91,4263.17,-25.9
9290.0,0.455,-8.166,-1599.31,5.11,4146.06,13.5
9312.0,0.462,-9.185,1360.45,4.95,3850.06,53.43
9333.5,0.487,-11.863,5095.92,4.47,3619.94,90.38
9355.0,0.479,-13.311,7153.8,4.13,3754.11,122.76
9376.5,0.402,-12.523,5375.03,4.22,4119.15,154.45
9398.0,0.396,-12.02,1192.78,4.41,4359.04,-171.76
9419.5,0.497,-14.847,-2488.76,4.44,4367.6,-137.09
9441.0,0.455,-16.995,-4708.5,4.36,4353.01,-102.86
9462.5,0.508,-13.96,-5890.42,4.2,4574.48,-69.42
9484.0,0.49,-14.398,-6116.72,3.76,5016.97,-37.66
9506.0,0.489,-11.083,-4434.85,2.72,5429.31,-11.13
9527.5,0.518,-11.04,284.75,1.6,5617.25,4.54
9549.0,0.595,-14.674,6216.26,1.73,5523.8,13.74
9570.5,0.545,-14.38,8571.33,2.78,5182.87,31.37
9592.0,0.492,-13.61,5304.76,3.43,4767.14,56.96
9613.5,0.495,-9.091,61.09,3.44,4644.69,84.53
9635.0,0.489,-6.565,-2673.93,3.16,5106.47,110.42
9656.5,0.475,-3.006,-2486.66,2.9,5956.85,133.52
9678.0,0.439,0.142,-1579.56,2.85,6707.58,155.41
9700.0,0.501,1.73,-1067.26,2.86,7004.93,177.83
9721.5,0.358,-5.356,-884.41,2.7,6732.97,-160.2
9743.0,0.483,-7.374,-1125.52,2.49,5972.17,-140.28
9764.5,0.463,-13.051,-1356.36,2.5,5016.63,-121.5
9786.0,0.471,-10.802,-758.03,2.72,4385.86,-101.51
9807.5,0.485,-10.763,495.4,2.99,4537.7,-79.36
9829.0,0.496,-12.113,1393.86,3.27,5258.46,-55.05
9850.5,0.532,-10.67,1218.61,3.5,5920.85,-28.54
9872.0,0.557,-8.342,137.9,3.48,6113.07,-0.67
9894.0,0.523,-5.57,-459.52,2.84,5745.08,25.46
9915.5,0.494,-13.34,900.49,1.73,5022.36,43.46
9937.0,0.493,-8.83,3006.98,1.75,4354.0,52.26
9958.5,0.488,-9.233,2288.45,3.28,4263.67,70.67
9980.0,0.458,-9.326,-1503.82,4.62,4791.02,103.19
10001.5,0.473,-8.281,-3214.15,5.13,5356.05,142.43
10023.0,0.453,-6.938,-174.47,4.95,5500.27,-177.26
10044.5,0.463,-8.305,2532.26,4.22,5083.6,-140.73
10066.0,0.461,-9.678,355.47,3.42,4270.23,-111.79
10088.0,0.477,-8.409,-3588.55,3.33,3572.42,-87.68
10109.5,0.475,-7.917,-4547.52,3.85,3379.03,-60.07
10131.0,0.493,-11.074,-2563.78,4.12,3505.16,-27.88
10152.5,0.468,-10.496,78.87,3.67,3575.6,3.94
10174.0,0.461,-8.696,2750.28,2.6,3373.79,29.07
10195.5,0.423,-14.219,5041.02,1.89,2936.51,44.29
10217.0,0.496,-7.499,5112.95,2.2,2494.75,58.38
10238.5,0.488,-6.563,2259.34,2.78,2401.39,78.43
10260.0,0.486,-7.009,-1427.21,2.95,2881.41,101.48
10282.0,0.505,-5.096,-3451.15,2.76,3734.51,124.21
10303.5,0.51,-6.075,-3213.26,2.47,4636.68,144.36
10325.0,0.506,-9.345,-1918.19,2.48,5331.76,162.53
10346.5,0.522,-10.542,-552.28,2.83,5627.48,-177.12
10368.0,0.525,-9.323,925.02,3.0,5449.17,-153.62
10389.5,0.538,-10.279,1779.04,2.74,4887.76,-130.61
10411.0,0.54,-11.148,960.84,2.47,4248.78,-111.04
10432.5,0.497,-9.712,-446.35,2.66,4052.98,-92.27
10454.0,0.505,-10.414,-858.46,3.09,4525.98,-69.72
10476.0,0.444,-9.745,-959.72,3.13,5298.7,-44.27
10497.5,0.51,-11.474,-1503.96,2.42,5987.9,-21.08
10519.0,0.505,-12.599,-826.69,1.34,6434.96,-6.68
10540.5,0.51,-15.555,1919.99,1.22,6630.23,-0.34
10562.0,0.473,-14.529,4024.05,2.3,6555.29,12.29
10583.5,0.479,-15.704,2504.83,3.37,6175.39,35.39
10605.0,0.503,-11.954,-1527.23,3.93,5636.1,64.57
10626.5,0.4,-16.834,-3589.22,4.05,5225.15,96.32
10648.0,0.434,-15.365,-1010.51,3.67,5121.09,127.44
10670.0,0.504,-18.668,3106.47,2.78,5186.42,153.32
10691.5,0.348,-22.65,3288.3,2.26,5088.69,170.62
10713.0,0.506,-23.106,-560.41,3.0,4650.67,-171.58
10734.5,0.522,-23.457,-3508.08,4.28,3938.27,-142.81
10756.0,0.465,-28.38,-3515.68,5.11,3079.5,-105.2
10777.5,0.497,-23.51,-2805.78,5.17,2267.06,-63.56
10799.0,0.284,-29.187,-1795.64,4.56,1870.52,-25.01
10820.5,0.475,-22.79,1117.56,4.9,2156.09,7.25
10842.0,0.415,-20.715,3956.6,5.88,2988.49,51.05
10864.0,0.469,-24.633,3418.04,5.96,4078.47,98.51
10885.5,0.5,-25.987,1608.39,5.51,4987.68,143.48
10907.0,0.482,-27.434,2288.83,4.81,5424.15,-175.91
10928.5,0.435,-31.153,3197.85,3.86,5335.74,-141.89
10950.0,0.409,-33.554,252.2,3.03,4989.22,-116.04
10971.5,0.208,-43.621,-4611.72,2.88,5015.24,-94.88
10993.0,0.482,-31.816,-6615.47,3.34,5761.1,-71.4
11014.5,0.28,-43.033,-4942.93,3.93,6706.38,-42.99
11036.0,0.356,-39.301,-2327.11,4.4,7178.44,-10.44
11058.0,0.428,-27.869,-449.0,4.75,6870.51,25.32
11079.5,0.433,-30.254,2077.52,4.89,5819.88,63.29
11101.0,0.473,-32.314,6760.18,4.37,4330.71,101.25
11165.5,0.317,-29.547,-1740.08,1.48,1078.18,91.09
11187.0,0.334,-25.583,-9344.26,3.89,1014.94,122.02
11208.5,0.427,-22.534,-9954.79,2.08,1112.99,151.4
11230.0,0.352,-42.537,-5526.59,0.2,1249.69,154.31
11251.5,0.405,-23.776,-565.87,2.66,1449.56,154.44
11273.5,0.439,-18.316,3381.96,6.33,1713.87,-164.37
11295.0,0.445,-18.454,6315.94,7.46,2073.85,-107.38
11316.5,0.419,-18.394,6199.29,7.17,2394.94,-48.67
11338.0,0.465,-18.34,1756.0,6.24,2557.81,3.9
11359.5,0.444,-16.657,-3592.24,5.14,2596.84,48.24
11381.0,0.39,-17.502,-5003.06,3.99,2676.76,83.69
11402.5,0.422,-11.286,-2031.6,3.19,3014.08,110.09
11424.0,0.333,-20.71,1489.13,3.23,3549.57,133.15
11445.5,0.375,-6.869,2963.25,3.73,3947.66,160.24
11467.5,0.417,-9.324,2880.16,3.98,3981.05,-168.93
11489.0,0.406,-8.571,1620.77,3.76,3594.4,-138.02
11510.5,0.411,-13.189,-1121.0,3.17,2878.16,-110.56
11532.0,0.39,-7.142,-4001.07,2.26,2054.96,-88.83
11553.5,0.395,-6.876,-4700.63,0.81,1429.97,-75.55
11575.0,0.4,-7.056,-2519.73,0.14,1284.95,-76.24
11596.5,0.325,-6.86,1366.08,1.69,1580.85,-73.35
11618.0,0.376,-6.311,4500.85,3.75,1913.96,-49.97
11639.5,0.353,-20.816,4292.76,4.83,2052.63,-15.09
11661.5,0.301,-12.633,1057.98,5.35,1944.4,24.91
11683.0,0.395,-5.011,-1515.2,5.98,1620.56,68.01
11747.5,0.31,-9.351,-497.81,8.08,738.38,25.75
11769.0,0.393,-8.314,-1598.15,13.92,968.77,102.72
11790.5,0.395,-13.553,-1023.24,13.66,1380.71,-94.48
11812.0,0.394,-17.254,571.85,5.85,1784.61,-45.27
11833.5,0.371,-18.338,804.48,5.13,2045.24,-3.66
11855.5,0.387,-14.606,-566.08,4.68,2117.84,34.31
11877.0,0.395,-30.119,-1335.76,4.35,2063.49,69.03
11898.5,0.355,-23.765,-201.32,4.34,2006.01,101.78
11920.0,0.378,-10.769,1760.08,4.78,1995.0,136.32
11941.5,0.363,-3.293,3026.98,5.6,1941.48,176.01
3017.5,0.393,32.844,-4669.78,11.46,6281.24,37.19
3039.5,0.405,-22.008,-19840.54,11.73,5793.44,127.45
3061.0,0.47,35.99,-9249.89,11.43,5071.48,-140.74
3082.5,0.373,-47.755,5694.16,9.72,4314.01,-55.09
3104.0,0.35,-37.324,6372.69,6.85,3769.79,10.07
3125.5,0.367,-50.711,1984.48,4.82,3683.09,51.17
3147.0,0.399,-55.657,-214.02,4.48,4371.48,84.81
3168.5,0.407,19.718,-398.38,4.43,5520.92,120.7
3190.0,0.373,-52.691,1009.35,4.17,6866.33,153.55
3211.5,0.353,-56.824,1965.73,4.64,7959.2,-174.56
3233.5,0.386,-59.64,2734.01,5.55,8987.89,-134.4
3255.0,0.381,-4.942,3918.87,5.88,10133.49,-88.37
3276.5,0.394,31.459,-1012.21,5.49,11189.74,-43.12
3298.0,0.387,-50.4,-10629.37,4.91,11680.05,-3.17
3319.5,0.409,41.995,-13194.42,4.87,11333.05,33.07
3341.0,0.403,33.251,-6362.27,5.32,10357.85,72.4
3362.5,0.384,27.401,5393.06,5.44,9338.44,115.69
3384.0,0.396,19.3,17693.3,4.52,8567.95,156.84
3405.5,0.402,28.542,19646.42,2.93,7868.96,-174.17
3427.5,0.34,-62.841,6795.94,2.68,6870.77,-157.69
3449.0,0.379,-23.011,-8523.76,3.32,5677.56,-132.51
3470.5,0.42,22.404,-16205.55,2.72,4693.98,-106.14
3492.0,0.386,-61.93,-15585.67,2.93,4471.03,-90.22
3513.5,0.413,33.279,-6845.19,4.48,5056.07,-60.7
3535.0,0.371,16.646,2293.67,4.21,5884.57,-20.63
3556.5,0.422,33.374,6420.01,2.41,6773.06,4.67
3578.0,0.322,4.974,9965.57,3.42,7511.05,16.76
3599.5,0.337,-17.736,7903.78,6.13,8462.04,57.74
3621.5,0.382,-55.248,-862.87,7.09,9342.85,111.97
3643.0,0.371,-61.118,-912.63,6.87,9639.6,167.7
3664.5,0.391,23.153,6468.55,5.95,9223.67,-141.44
3686.0,0.378,10.678,4189.49,4.91,8258.15,-99.91
3707.5,0.403,25.514,-6696.73,4.59,7251.93,-65.18
3729.0,0.382,31.286,-13909.22,4.81,6798.58,-28.69
3750.5,0.267,-2.419,-12980.82,4.65,6458.34,9.43
3772.0,0.345,13.693,-4787.07,4.25,6022.25,43.42
3793.5,0.266,-36.993,6106.74,4.57,5611.36,75.38
3815.0,0.338,12.253,12551.33,5.31,5441.71,114.31
3837.0,0.393,24.407,13671.77,5.14,5434.77,157.79
3858.5,0.33,-59.274,10220.28,3.46,5311.47,-165.86
3880.0,0.373,25.646,344.23,2.56,4906.83,-148.51
3901.5,0.348,18.094,-9566.74,3.76,4448.44,-126.16
3923.0,0.406,31.254,-11982.08,4.62,4403.52,-90.08
3944.5,0.314,7.645,-9358.28,4.26,4786.97,-54.45
3966.0,0.308,-18.456,-4774.06,3.86,5262.0,-23.96
3987.5,0.351,5.973,923.47,3.79,5488.21,5.5
4009.0,0.307,-7.229,5616.63,3.71,5442.74,34.84
4031.0,0.372,17.452,7831.71,3.84,5464.48,63.03
4052.5,0.313,-62.218,6698.54,4.48,5949.62,94.44
4074.0,0.367,30.334,3187.96,5.27,6623.12,132.59
4095.5,0.379,-22.183,1012.12,5.8,6906.49,176.26
4117.0,0.381,24.924,932.32,5.94,6548.91,-137.36
4138.5,0.369,21.539,-1793.07,5.51,5611.08,-91.54
4160.0,0.334,20.971,-8390.53,3.98,4496.07,-51.92
4181.5,0.338,14.351,-11437.29,2.21,3746.76,-29.82
4203.0,0.318,-3.937,-5855.45,2.8,3345.52,-17.69
4225.0,0.391,33.579,2890.59,4.75,3067.49,13.57
4246.5,0.386,31.68,7751.84,5.66,2782.07,56.1
4268.0,0.364,28.142,8307.68,5.81,2406.3,101.34
4289.5,0.354,24.488,6733.51,5.59,2048.33,146.2
4311.0,0.39,37.54,3321.07,4.98,1749.04,-171.89
4332.5,0.402,38.53,-1775.79,4.26,1434.66,-136.54
4354.0,0.375,6.858,-6180.9,3.24,1164.36,-105.75
4375.5,0.341,34.134,-7459.82,1.59,1095.06,-86.27
4397.0,0.403,36.242,-5173.11,3.37,1379.39,-81.03
4419.0,0.383,9.345,-363.52,7.26,1736.11,-33.91
4440.5,0.401,33.691,2824.75,8.68,2117.01,31.62
4462.0,0.341,19.229,2335.09,8.78,2405.34,100.86
4483.5,0.382,-29.738,2936.92,8.2,2551.88,167.95
4505.0,0.349,13.891,5219.79,7.02,2601.49,-131.81
4526.5,0.367,35.475,3666.91,5.86,2700.84,-83.15
4548.0,0.33,-16.312,-1247.53,5.85,2874.35,-40.92
4569.5,0.356,22.848,-5332.36,6.68,3111.74,7.58
4591.0,0.357,25.094,-7110.29,7.3,3390.63,62.81
4613.0,0.358,15.967,-4745.54,7.5,3696.92,120.82
4634.5,0.312,-40.186,2121.76,7.47,3979.11,179.15
4656.0,0.329,-67.678,8464.48,7.35,4336.1,-123.22
4677.5,0.369,-73.099,8331.35,7.13,4712.81,-66.78
4699.0,0.335,-39.796,1066.2,6.74,5047.67,-12.55
4720.5,0.357,-81.231,-7567.83,6.17,5468.22,37.88
4742.0,0.35,-74.58,-9964.58,5.55,6100.28,83.26
4763.5,0.354,-58.418,-4259.77,5.08,6976.07,123.96
4785.0,0.363,-57.647,4307.94,4.95,7823.66,162.14
4807.0,0.328,-37.903,9763.77,5.1,8357.99,-159.25
4828.5,0.274,-29.316,9747.33,5.29,8800.13,-118.69
4850.0,0.325,-55.689,3836.29,5.27,9455.08,-77.19
4871.5,0.329,-75.931,-6420.83,5.02,10181.43,-36.87
4893.0,0.262,16.773,-14472.25,4.72,10475.56,0.76
4914.5,0.333,-26.576,-13420.64,4.67,10002.59,36.43
4936.0,0.342,-16.404,-4011.23,4.91,9018.14,73.27
